time,AdrActCnt,AdrBalCnt,BlkCnt,CapMVRVCur,CapMrktCurUSD,FeeTotNtv,HashRate,IssTotNtv,PriceUSD,TxCnt,TxTfrCnt,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,IssTotUSD,ROI1yr,ROI30d,SplyCur,SplyExNtv,volume_reported_spot_usd_1d
2017-12-24,1020552,26442776,152,2.92511724,235099787897.10956,863.176477279302,14153111.8891363,1900.0,14026.3468661601,274389,737860,46076.9380875,646291116.1458585,34456.58540551,483300018.72115296,26650059.04570419,1473.9509495003704,70.37934035161105,16761298.58618499,1924604.85014645,5713081925.63923
2017-12-25,878323,26406171,135,2.92950297,236038639186.12543,693.695577419986,12570198.0594303,1687.5,14080.9422600818,229330,660134,41582.57513051,585521839.4382247,37521.0002441,528331037.9776872,23761590.06388804,1471.5279826788046,60.73831428283445,16762986.08618499,1928666.42503286,4985179774.84297
2017-12-26,911656,26392630,142,3.23788307,263661836527.3321,722.074368759762,13221986.1069563,1775.0,15727.1454792519,247416,682801,53018.53873667,833830271.8089613,43446.20868746,683284844.5496212,27915683.22567212,1641.2670252359658,68.74794671312003,16764761.08618497,1938238.75508207,6725106485.65536
2017-12-27,1037747,26464984,156,3.13118795,258022926528.27567,796.827958609928,14525562.2020083,1950.0,15389.0005739334,311934,859197,66382.51668896,1021560587.4255488,66109.70083805,1017362224.1393168,30008551.11917013,1561.9673961146789,58.14849266658704,16766711.08618495,1938511.57093298,6145528612.34565
2017-12-28,999488,26515922,149,2.90015736,239613730881.71964,774.89241591009,13873774.1544823,1862.5,14289.4522095266,303032,831794,60994.65532919,871580212.3630073,63739.5883129,910803801.0520848,26614104.74024329,1358.165436049896,43.870044730738265,16768573.58618493,1935766.63794927,6156511564.87912
2017-12-29,1096215,26619679,165,2.94080172,244377450683.45328,793.416485959806,15363575.4059704,2062.5,14571.7460821157,356789,975138,82621.72704451,1203942827.3584712,69409.00265076,1011410362.4397702,30054226.294363633,1396.8984621775717,48.69086852263043,16770636.08618492,1948979.36234302,6428963791.56415
2017-12-30,998615,26744598,147,2.60242905,217181833260.6143,764.871759980285,13687548.9980463,1837.5,12948.7158828171,338045,895296,67926.64933025,879562883.0491557,63895.23348384,827361224.648506,23793265.43467642,1247.1649506970427,29.5297097011875,16772461.08618491,1953010.77818943,8275639110.7472
2017-12-31,1007208,26732515,163,2.78726716,233525857337.39896,543.71958477991,15177350.2495343,2037.5,13921.4806414378,292987,779276,48782.18348499,679120223.033355,42324.74995922,589223187.2109765,28365016.80692952,1336.7289042890018,28.79576563367348,16774498.58618491,1959468.2117152,5641943211.38193
2018-01-01,972783,26642699,156,2.69423548,225889069046.3097,477.225169619912,14923655.7184224,1950.0,13464.6536116306,241625,677625,38221.35155694,514637259.28255504,48353.92252698,651068817.5894074,26256074.54267967,1250.16838972578,23.135125911648085,16776448.58618491,1949335.64074516,4860751725.77271
2018-01-02,1142721,26722956,171,2.92544313,247556665257.40192,649.878137690269,16415540.6673567,2137.5,14754.322204851,343664,960051,73692.78468628,1087287089.434085,57832.8969765,853285196.0312343,31537363.712869007,1350.6580475927549,31.571229300527577,16778586.0861849,1965195.52845494,8485367891.59939
2018-01-03,1130917,26946959,157,2.96026687,251880836192.9645,750.020447369625,15071578.273538,1962.5,15010.2861595558,396942,1049679,57085.58313563,856870938.4509189,52268.35399267,784562950.5189376,29457686.588128258,1353.6272089861934,29.822861531754043,16780548.58618488,1970012.7575979,8041485823.53283
2018-01-04,1253986,27228638,168,2.94402195,252919562391.94128,777.017867470151,16127548.7258241,2100.0,15070.3007986558,424762,1191394,77578.45255892,1169130615.5571733,80432.98343271,1212149254.4642382,31647631.67717718,1228.3691509459795,28.402629145618707,16782648.58618486,1967158.22672411,11381775713.9547
2018-01-05,1069525,27458930,143,3.26196426,285288877071.04974,704.313737199907,13727615.8797194,1787.5,16997.2274079486,339441,1002989,79098.85137427,1344461164.5159948,77793.4566023,1322273072.7196736,30382543.99170812,1598.8764812702784,21.477034366828185,16784436.08618409,1968463.62149608,12881652708.6974
2018-01-06,1163503,27557447,168,3.24692954,287110018646.3004,684.205947189797,16127548.7258241,2100.0,17103.589279661,356470,1001908,60866.93777168,1041043104.3574992,60394.51687721,1032963011.4113542,35917537.4872881,1816.445944015317,0.4185925036480134,16786536.08618407,1968936.04239055,9992472193.43469
2018-01-07,1130388,27743991,162,3.04278121,272506803029.99527,695.879614219857,15551564.842759,2025.0,16231.6949994155,372566,1037841,59701.33272584,969053823.864458,49748.29144239,807499093.4349066,32869182.37381639,1696.628037489959,-0.4098069832329926,16788561.08618405,1978889.083674,8419255304.31544
2018-01-08,1157303,27878924,166,2.80152545,250808700833.85272,696.368606160105,15935554.0981357,2075.0,14937.4150894214,345855,1009968,70567.08573012,1054089851.201588,69636.6662121,1040191788.653624,30995136.310549404,1537.003910996788,-0.7482172786344082,16790636.08612404,1979819.50319202,9159319115.28084
2018-01-09,1145338,28051781,164,2.69017079,241455084711.06042,742.972170539623,15743559.4704474,2050.0,14378.5862174167,354874,1020826,61539.13541393,884845764.2944738,62269.89817759,895353099.6962368,29476101.745704237,1491.4165237942505,-7.08506208849079,16792686.08610402,1979088.74042836,8137540691.94447
2018-01-10,1118949,28198132,166,2.73334467,246363832772.1497,719.013413799781,15935554.0981357,2075.0,14669.0882656341,347701,992673,75231.47700691,1103577176.568385,68323.58243362,1002244661.3430992,30438358.15119076,1518.213491336188,-13.06433051039931,16794761.086094,1985996.63500165,8521803305.32674
2018-01-11,1222969,28162009,193,2.45400706,221500211810.2112,693.928541369795,18527481.5719289,2412.5,13186.7549427236,334581,919101,59236.13801461,781132435.7520157,61721.08598202,813900835.6436706,31813046.299320683,1572.7781023114735,-24.361550239176196,16797173.58609399,1983511.68703424,8391225799.33931
2018-01-12,1153290,28121843,178,2.55762013,231654360390.86487,624.091638499808,17087521.864266,2225.0,13789.4436639392,304727,855740,60931.09081621,840205844.1924909,57460.18063567,792343923.7953416,30681512.15226472,1608.4965503800163,-16.50429141558336,16799398.58608398,1986982.59721478,5227365279.55324
2018-01-13,939348,28115694,149,2.63127775,239102527884.8661,526.791851459727,15881806.2094572,1862.5,14231.2250645821,264304,730867,47526.42035966,676359184.6522584,39243.62650077,558484881.0828564,26505656.68278416,1621.352035640474,-14.284665731705626,16801261.08608397,1995265.39107367,6330581687.77252
2018-01-14,971840,28032459,155,2.52606465,229885659812.64545,491.921600399913,17165770.5545811,1937.5,13681.0654611338,236042,668808,37317.86775464,510548191.6211641,43536.97110418,595632151.6557773,26507064.330946736,1568.330742488825,-22.714587151730576,16803198.58608395,1989046.28772413,5290916471.00426
2018-01-15,949563,28041894,150,2.50804935,228409454744.7129,508.823838099861,16612036.0205623,1875.0,13591.6961966686,272139,754313,59348.03043959,806640399.6055477,51533.38641136,700426132.088735,25484430.368753623,1548.3833089531283,-30.797654901712374,16805073.58608393,1996860.93175236,5649578565.76578
2018-01-16,1001819,28082355,159,2.12079726,192122189325.59836,613.988490299934,17608758.1817961,1987.5,11431.0401052016,306170,846189,93812.48853238,1072374318.7824008,79493.15967259,908689496.3065709,22719192.20908818,1275.8445837493307,-40.61941604450795,16807061.08608391,2011180.26061215,10837286895.8856
2018-01-17,1090483,28095612,167,2.07376393,187583518961.77057,674.358294110125,18494733.4362261,2087.5,11159.6085905903,314242,872689,94966.76055796,1059791876.9431424,81360.12933881,907947198.3009219,23295682.93285725,1131.708404688447,-41.20959920592873,16809148.58608389,2024786.8918313,9676976776.29438
2018-01-18,1050790,28094698,173,2.09352287,189060672392.10684,650.505323029856,19159214.8770486,2162.5,11246.0397302747,307893,845675,77126.99099758,867373205.0353239,66362.26979111,746312722.6620315,24319560.91671904,1176.1321387993412,-36.29506602150293,16811311.08608388,2035551.61303777,7330701976.12835
2018-01-19,1027992,27914666,165,2.129939,192349290678.46,489.855409630015,18273239.6226186,2062.5,11440.2555616598,242661,655942,66366.56695193,759250486.6800846,73735.70179621,843555272.5669799,23595527.095923334,1167.9500911610862,-30.469705064901987,16813373.58608387,2028182.47819349,4851711332.08828
2018-01-20,970060,27776618,178,2.37080852,214708366096.53857,421.738487139915,19712949.4110673,2225.0,12768.4045856224,236313,640700,54932.75440177,701403633.2044291,37893.0127784,483833318.1227708,28409700.20300984,1326.359257854633,-18.328383996738665,16815598.58608385,2045222.21981686,5071200170.09332
2018-01-21,988506,27568487,187,2.12617327,192101096596.448,344.253363409941,20709671.572301,2337.5,11422.3942589129,217475,594214,33347.8145041,380911884.93892413,38271.21077251,437148858.20956373,26699846.580208905,1135.563702871012,-20.15504580393121,16817936.08608383,2040298.82354845,4399739749.26528
2018-01-22,946599,27452401,167,2.00268788,180602489964.58987,315.01725095,18494733.4362261,2087.5,10737.3505774401,250083,665480,49329.04355694,529663234.3206776,47526.78461475,510311748.2270572,22414219.330406208,1063.9819827410258,-27.9897206324777,16820023.58608351,2042101.08249064,5067688042.54421
2018-01-23,893416,27338643,177,2.02766184,182511031584.1949,289.826688999801,19602202.5042636,2212.5,10849.3918793103,266082,641354,47182.52828973,511901739.2719252,47855.1058724,519198797.0355512,24004279.53297404,1080.416280391789,-22.649910323510586,16822236.08608349,2041428.50490797,4366408648.92985
2018-01-24,940167,27248297,176,2.09753554,188869372701.11728,277.623298569931,19491455.5974598,2200.0,11225.8961747516,251628,655761,47195.12693928,529807594.9745795,50994.83317084,572462702.6246288,24696971.58445352,1164.5431982010882,-20.27595904163315,16824436.08608348,2037628.79867641,4053152171.77945
2018-01-25,854029,27189012,158,2.08000559,187285778784.17792,224.486405389939,19419246.3436515,1975.0,11130.4649473992,238459,622944,46606.01026655,518746563.609962,38624.07832553,429903949.9279129,21982668.27111342,1142.6692867113045,-29.227684947131,16826411.08608316,2045610.73061743,3816742551.68815
2018-01-26,807029,27123408,155,2.05791562,185710159814.6685,204.25700943996,20056949.5413983,1937.5,11035.5546098773,218851,580978,61964.63332737,683814094.9652146,63740.3681458,703410313.5266594,21381387.05663727,1103.8776315752186,-28.28933525046564,16828348.58598315,2043834.995799,4519503151.64297
2018-01-27,860840,27109401,157,2.10883443,190535450013.2633,167.848701199986,20315748.8903196,1962.5,11320.9701852718,192395,595499,25642.81205497,290301510.74084365,26992.15980498,305577436.3882705,22217403.988595907,1129.9326728856086,-20.77393857180717,16830311.08598303,2042485.64804899,3083476118.42893
2018-01-28,765711,27079585,158,2.15410037,195523140191.2316,153.961550490004,20445148.5647802,1975.0,11615.95871128,213698,573734,36988.05775484,429651751.69066155,34765.56796224,403835402.0235786,22941518.454778,1158.8073320916435,-20.28437329458697,16832286.08598302,2044708.13784159,3550604072.8944
2018-01-29,775230,27065910,148,2.06552658,187406934303.97116,144.442770990016,19151151.8201739,1850.0,11132.5543138515,230013,596661,39102.43644,435309997.4722261,40281.09944108,448431527.3494764,20595225.480625276,1115.832783526,-14.025804453518354,16834136.08598281,2043529.47484051,2903057773.27411
2018-01-30,845185,27006399,167,1.85916763,167681155315.02603,162.67806227002,21609745.6349259,2087.5,9959.54671537113,239554,612982,48624.2204902,484275195.47065294,48203.87534153,480088748.3258945,20790553.768337235,982.1909386479726,-28.459141869391587,16836223.58598251,2043949.81998918,4277479108.09302
2018-01-31,685452,27020262,117,1.87794381,169220358167.21472,166.40186562,15139761.9118942,1462.5,10050.0957971946,208360,552597,43013.05870138,432285360.4792238,47911.7806883,481517985.7315932,14698265.103397101,937.6979945944644,-25.359418169410212,16837686.0859825,2039051.09800226,3356067064.59929
2018-02-01,833934,27021968,160,1.69691999,152228490124.35712,213.449741970016,20703947.9137015,2000.0,9039.86507510228,252498,660268,90108.50553313,814568732.1386024,60980.45425842,551255078.7145631,18079730.15020456,815.3991638193652,-38.73073293648076,16839686.08598229,2068179.14927697,5030837955.34331
2018-02-02,853582,26956191,168,1.66151934,147973235767.0758,273.104638069968,21739145.3093865,2100.0,8786.0773798948,237739,632968,102324.64157531,899032218.7506742,74298.5357103,652792683.9635729,18450762.49777908,771.8903754384771,-41.46628993943973,16841786.08598227,2096205.25514198,6299179054.14657
2018-02-03,714800,26876394,158,1.72878243,153818916042.48285,142.447815080011,20445148.5647802,1975.0,9132.10032232613,190833,498555,36681.91589203,334982935.94114715,39261.86383212,358543279.35642767,18035898.136594106,799.4466638979274,-39.40333080053272,16843761.08598225,2093625.30720189,3033162135.9753
2018-02-04,711645,26749291,178,1.56184746,138988261291.4844,111.550814449986,23033142.0539929,2225.0,8250.52689596727,172621,454924,55223.26002633,455620992.13022983,31328.19555009,258474119.9881397,18357422.34352717,698.088493311491,-51.459572211706806,16845986.08598194,2117520.37167813,3260391297.52981
2018-02-05,915758,26558877,185,1.30831891,115403138216.84258,177.20558858999,23938939.7752173,2312.5,6849.54255932203,221421,574790,87348.42977758,598296787.251486,75733.60462014,518740548.0165165,15839567.168432195,575.1192032658413,-59.9526014842553,16848298.58598108,2129135.19683557,4907155622.83965
2018-02-06,999753,26426592,170,1.48101152,130399428701.57735,163.030349949983,22105953.9129441,2125.0,7738.64395967271,245035,679140,99366.23624803,768959923.9362288,74702.3146248,578094615.8447789,16444618.414304508,656.2309939965695,-52.32387030466394,16850423.58598086,2153799.1184588,6353806064.74921
2018-02-07,804119,26334825,141,1.46484643,128491100334.80914,120.424378079992,20149017.2119133,1762.5,7624.59538953828,207672,542188,40949.25851497,312221527.6782514,50143.46987737,382323669.2424469,13438349.374061218,623.6539854588322,-48.95639343290407,16852186.08598064,2144604.9070964,4237061278.33995
2018-02-08,753618,26217427,131,1.58085047,138514511804.0463,89.8096832499717,18720008.8990117,1637.5,8218.58085184103,177469,462530,48693.47826026,400191288.03931034,35584.32062703,292452616.1310805,13457926.144889686,680.9609966752286,-42.84152330716695,16853823.58598053,2157714.06472963,2655056802.7579
2018-02-09,781921,26142833,135,1.6660923,145976369437.04575,91.7777684199725,19291612.2241723,1687.5,8660.45346785505,178845,515266,45785.921947,396526846.5048368,65049.12770969,563354943.6543308,14614515.227005396,781.2451159034584,-40.9612014664588,16855511.08598012,2138450.85896694,2902952628.23414
2018-02-10,737187,26031540,143,1.64139497,143797692836.22003,82.9716152600033,20434818.8744937,1787.5,8530.29280479252,176305,460467,45755.92558124,390311442.7622736,44365.06618395,378447004.8530926,15247898.388566628,755.8964023664794,-35.311660512054175,16857298.5859795,2139841.71836423,3791122188.48017
2018-02-11,814528,25829105,151,1.55971533,136504252153.84456,62.3056564299968,21578025.524815,1887.5,8096.72848129749,147871,416930,30156.80683204,244171476.78196496,58615.1539554,474590986.4663244,15282575.008449012,700.5661502211802,-41.28313890957574,16859186.0859795,2111383.37124087,2561266444.38687
2018-02-12,912131,25601605,166,1.71364615,150194552558.189,69.3926832499977,23721537.9941675,2075.0,8907.67017913501,185649,484002,30137.35031575,268453576.6857513,34723.79478336,309308111.2981397,18483415.621705145,785.1934285834287,-37.40756583701332,16861261.08597948,2106796.92677326,2668412728.30761
2018-02-13,868109,25420337,164,1.64241903,143742306059.16235,70.6922143699877,23435736.3315871,2050.0,8523.96693191116,188299,485738,35870.86495671,305762066.7100469,33075.12933558,281931308.72516865,17474132.210417878,752.4366000279829,-37.69515279254612,16863311.08594926,2109592.66239439,2383698259.21943
2018-02-14,937769,25185454,179,1.81957973,159671225545.3051,63.4316987699764,25579248.8009396,2237.5,9467.3010327294,197735,513386,34681.19776427,328337339.40996593,42117.99273629,398743716.12876767,21183086.060732033,835.3067681704346,-30.344962867475743,16865548.58594924,2102155.86742237,3469500397.24145
2018-02-15,779005,25094214,131,1.93482187,170472147641.71094,63.5001879499818,18720008.8990117,1637.5,10106.7330835769,195903,522213,37055.61424983,374511202.47102046,37790.6462297,381939974.4994596,16549775.424357172,896.8137687067657,-11.585183932843387,16867186.08594922,2101420.8354425,4097044315.66497
2018-02-16,773561,24966922,157,1.9474862,171885093746.77612,57.7839009799647,22435430.512556,1962.5,10189.3164833431,185173,469472,38041.75680122,387619499.6300004,41521.11784899,423071810.5055452,19996533.598560836,882.7593575710729,-8.694678665211816,16869148.5859492,2097941.47439473,2996920473.7275
2018-02-17,765638,24829063,149,2.11360732,187025253743.34525,47.8522047299848,21292223.8622346,1862.5,11085.5984143776,172015,445398,23581.88685723,261419327.55254084,21347.76688681,236652770.7509236,20646927.04677828,947.1250954998376,-1.426647244231113,16871011.08594919,2100175.59436515,3752018832.15383
2018-02-18,730130,24693116,162,1.99108492,176358525105.06192,44.8561414699746,23149934.6690068,2025.0,10452.0919772063,160325,428792,45881.64233339,479559145.73387456,44512.62746968,465250076.4602151,21165486.25384276,885.4246612246637,-8.63760061239517,16873036.08594919,2101544.60922886,4279315355.15402
2018-02-19,857787,24509923,162,2.11485368,187977308411.4333,52.0389936499951,23149934.6690068,2025.0,11139.3557305669,191633,504809,29215.55396876,325442448.52359325,35978.68029624,400779318.53615546,22557195.354397967,952.0871562836044,-12.758437000734274,16875061.08594907,2094781.48290138,3267334278.01134
2018-02-20,703065,24471499,141,2.12780635,189795615789.4421,50.7371851099647,20835108.4972582,1762.5,11245.9323179427,194005,502241,39413.54453487,443242054.2493684,33480.450929,376518885.12173575,19820955.71037401,932.9798697293272,-1.5448769931269666,16876823.58594906,2100714.57650725,4752309023.28305
2018-02-21,713740,24460785,169,1.97827013,176534515366.0406,40.8897928999831,25265138.8267234,2112.5,10458.8650888369,208330,536286,44178.58763371,462057887.8763311,34688.56762353,362803048.8994959,22094352.50016795,826.5018423700642,-2.593614566225654,16878936.08594893,2110204.59651743,4756550133.59898
2018-02-22,719848,24482838,149,1.84607258,166751211511.9077,36.9860549800038,22275181.569123,1862.5,9878.15894272355,182712,555475,36627.66604717,361813906.91494405,28304.38694353,279595233.00453854,18398071.03082261,774.4041148284754,-8.95195737596024,16880798.58592881,2118527.87562107,4208590104.564
2018-02-23,732287,24407315,148,1.89577059,171511934697.35416,78.10460371999,22125683.706243,1850.0,10159.0656125073,180733,472286,44257.44294027,449614266.6720009,38869.62381497,394879058.6697565,18794271.383138504,754.5203266153662,-9.503299742284552,16882648.58592879,2123915.69474637,3716950706.91194
2018-02-24,690001,24230008,145,1.8093287,163553050808.41214,92.1518017399844,21677190.1176029,1812.5,9686.60177995325,153121,405255,24644.05334209,238717130.96875185,20155.97185801,195242872.87648728,17556965.726165265,717.0976420547884,-12.972172988904031,16884461.08591877,2128403.77623045,3323797821.06575
2018-02-25,526879,24230863,171,1.7940982,162165847541.78302,41.1415458699944,25564134.5524835,2137.5,9603.22747749854,143945,405647,21748.5493181,208856266.40731004,17266.77715979,165816788.86873952,20526898.733153127,733.8996158981057,-12.9792038824833,16886598.58591876,2132885.54838876,2337924904.86122
2018-02-26,688379,24201174,141,1.92409125,174158955811.75238,46.9046019099932,21079198.6660828,1762.5,10312.3657130333,191999,519234,35422.99569026,365294886.2091636,30189.12854839,311321334.14877176,18175544.56922119,772.6640340621191,-8.909169936253887,16888361.08591856,2138119.41553063,3084180111.77062
2018-02-27,699046,24217320,160,1.98459986,179951719258.24908,49.929180839985,23919658.0608032,2000.0,10654.1072948568,215369,564907,36067.76050402,384269790.29502743,37441.67533446,398907626.3125302,21308214.5897136,792.1898785664445,-8.280430744723356,16890361.08591844,2136745.50070019,2983422098.24557
2018-02-28,817155,24108207,155,1.91774992,174109343264.6258,52.6046103599846,23172168.7464031,1937.5,10307.0249663939,190181,532704,40334.74072237,415731179.63849235,40541.45692958,417861808.747164,19969860.87238818,767.3027162898541,-7.415453131276885,16892298.58589749,2136538.78449298,3026890585.82187
2018-03-01,821011,24049789,165,2.0275908,184547764147.89908,51.7921593099827,24667147.3752033,2062.5,10923.6308617767,236700,631743,42909.34462228,468725841.1745498,29774.01580232,325240357.89724994,22529988.652414445,789.2136470513927,9.680000244565797,16894361.08589657,2149674.11331294,2750860691.5708
2018-03-02,752300,24037873,156,2.0411051,186096958181.24496,41.3842913299883,23321666.6092831,1950.0,11014.0584672706,192887,598935,32097.61647296,353525024.49320936,27149.84155866,299029942.3042144,21477414.01117767,772.1026240683011,9.591576931486385,16896311.08589546,2154621.88822724,2761232283.89375
2018-03-03,934083,23742816,180,2.11464502,193077560983.3316,38.7617781299916,26909615.3184037,2250.0,11425.6805654588,179832,505229,20778.23235646,237405445.61979225,24014.40511557,274380921.8200225,25707781.2722823,786.149119517413,26.39215818527609,16898561.08589524,2151385.71546813,2504802418.85409
2018-03-04,792569,23493799,148,2.11715719,193722368144.78168,32.2838815000022,22125683.706243,1850.0,11462.5831975453,154847,417869,19417.25957929,222571953.39594507,18502.44618707,212085828.77739468,21205778.915458806,803.3190848922766,30.463034889439456,16900411.08589442,2152300.52886035,2228561808.51921
2018-03-05,857168,23318379,149,2.124487,195063431904.73633,45.5775757899888,24020983.5292903,1862.5,11540.6623205728,205776,535978,32857.58549362,379198298.8512198,31473.08331632,363220226.74090254,21494483.57206684,804.2466733344032,26.374677382356648,16902273.5858937,2153685.03103765,2565685751.97016
2018-03-06,834323,23146411,156,1.96727059,180486990776.89664,37.2934472799955,25517998.1075581,1950.0,10677.0352308591,208778,533311,31053.77904011,331562292.8625684,28767.00822381,307146360.29203284,20820218.700175244,732.6766586982607,29.41034391485795,16904223.58589279,2155971.80185395,3164460584.02025
2018-03-07,922143,22898692,157,1.82720774,167423398664.39648,34.5537600699843,25681575.018504,1962.5,9903.0850490941,212833,557770,40102.99478897,397143368.1185474,37637.46778803,372727044.5374007,19434804.408847168,702.2093051897183,44.58023967770353,16906186.08589167,2158437.32885489,4489280669.15321
2018-03-08,903578,22595793,162,1.72480924,157761648490.23196,34.6060684299991,26499459.5732334,2025.0,9330.47545295149,189879,484597,31946.36752809,298074798.03181034,46364.56338424,432603420.5434648,18894212.79222677,709.8391166937874,20.56990218924743,16908211.0858914,2144019.13299874,3380900955.26333
2018-03-09,888997,22398137,146,1.72471755,156893668418.03284,35.4612884100025,23882228.9980992,1825.0,9278.13918439509,202179,569726,48782.77206397,452613349.01013416,48595.10209891,450872120.953577,16932604.01152104,677.4180920578183,21.68697105062965,16910036.0858902,2144206.8029638,4426464627.66292
2018-03-10,803717,22090933,140,1.6363096,148596430306.95575,44.8131746399881,22900767.5324239,1750.0,8786.56042314436,149505,382486,17995.88281158,158121911.69177267,21869.07044573,192153908.8694072,15376480.74050263,699.84699836028,6.910920285904311,16911786.085889,2140333.61532965,2532356631.16666
2018-03-11,889324,21727788,153,1.76958222,160909070237.8204,35.2370615300002,25027267.3747204,1912.5,9513.53539976622,157234,413018,24777.05804204,235717418.78500983,21407.32195089,203659315.19398448,18194636.45205289,708.408404258583,9.85031482563297,16913698.5858879,2143703.3514208,2943405217.56528
2018-03-12,828676,21488208,161,1.70331347,154743067340.39536,32.737691980001,26335882.6622875,2012.5,9147.89018059615,185230,480906,26711.58778848,244354671.63836825,28856.22831245,263973607.628502,18410128.988449752,642.6752494801732,7.240048963578952,16915711.0858879,2141558.71089683,3144949082.36809
2018-03-13,773506,21315749,158,1.70702426,154975189713.20355,61.7702299599863,25845151.9294498,1975.0,9160.54293278784,199201,496083,34222.43940776,313496125.459516,33646.26743701,308218077.3847916,18092072.292255983,639.1133054054168,13.138818399896174,16917686.0858879,2142134.88286758,3150661118.50854
2018-03-14,580666,21334155,144,1.53691592,139114167417.36237,36.7920910099955,23555075.1762074,1800.0,8222.12723904149,193089,488176,37711.07145358,310065227.8119201,32627.97745259,268271382.1677718,14799829.030274682,559.597758359406,-7.696097029942902,16919486.0858879,2147217.97686857,3506911720.58039
2018-03-15,602746,21356106,144,1.54749227,139915162067.51663,36.0996260400045,23555075.1762074,1800.0,8268.58912244302,201087,517898,44097.9457001,364627794.13792974,37784.8085949,312427057.34138167,14883460.420397436,556.9403763548465,-2.995997186616043,16921286.0858876,2153531.11397377,3541862888.09283
2018-03-16,601517,21396455,156,1.56958433,141764332492.75833,29.724336150009,25517998.1075581,1950.0,8376.90449824664,188256,522211,27991.10611925,234478822.7612444,29606.69180166,248012429.7315276,16334963.771580948,611.0999102134018,-11.517501458051775,16923236.0858872,2151915.52829136,2594125864.48675
2018-03-17,452543,21430089,149,1.47896206,133397905025.33792,21.2328163300065,24372959.7309369,1862.5,7881.66192051432,151432,391507,18951.82469654,149371875.03498217,19891.85374693,156780866.2056183,14679595.32695792,635.1730524410992,-22.01573094552429,16925098.5858872,2150975.49924097,2130351160.58523
2018-03-18,535510,21449591,151,1.5372127,138615372062.48877,25.2423178600044,25426608.9713916,1887.5,8189.01671917008,164511,433964,41150.45622174,336981774.0013053,21684.12762149,177571683.63299936,15456769.057433525,750.7458936803771,-19.631343941892403,16926986.0858871,2170441.82784122,3440096963.45024
2018-03-19,587514,21460808,155,1.60262445,144522485138.70352,31.0200564900029,26679206.959874,1937.5,8537.0156233197,193494,488899,41959.06387883,358205183.873441,30746.71484246,262485184.97583672,16540467.770181919,736.781625705979,-22.990033517292904,16928923.5858871,2181654.17687759,3370976777.80987
2018-03-20,567891,21491699,127,1.66984764,150606160131.377,31.4568863800064,21859737.3155097,1587.5,8895.54717913501,193222,480856,32443.1832785,288599867.4952208,32170.35590441,286172918.7172437,14121681.146876829,757.1903428444143,-14.89218427723149,16930511.0858871,2181927.00425168,3011666769.39697
2018-03-21,586910,21518872,152,1.66685407,150352940228.21164,31.3534767100065,26162835.2122636,1900.0,8879.5942565751,199262,500991,32425.80040262,287927951.0199551,29699.1466248,263716371.79475585,16871229.08749269,698.6551891956728,-20.286285209394222,16932411.0858871,2184653.6580295,2877253201.20721
2018-03-22,577941,21520900,143,1.6366036,147508129826.53867,27.0233167300041,24613719.9694322,1787.5,8710.66493512566,180421,456732,27219.46506199,237099639.8683543,30896.54178207,269129423.117722,15570313.571537117,739.7419601492822,-22.54386129260321,16934198.5858868,2180976.58130942,2614855846.34052
2018-03-23,619608,21491595,133,1.64830412,148557077215.33743,25.9931719600086,22892480.8107306,1662.5,8771.74632349503,177341,478753,28091.74261675,246413640.01904544,28521.45499697,250182968.01040053,14583028.262810487,753.1392625173203,-16.13099271299128,16935861.08588536,2180546.8689292,2610052109.39162
2018-03-24,543804,21459982,156,1.61787156,145851296752.91354,22.0879642300034,26851330.8757442,1950.0,8610.9885163647,159401,412876,21574.74403318,185779873.1132208,20939.26369572,180307759.2249772,16791427.606911164,820.898800065361,-12.82800199618446,16937811.08588536,2181182.34926666,2711529107.89857
2018-03-25,454187,21460485,135,1.58785272,142979716786.71213,20.7481862900052,23236728.6424709,1687.5,8440.61092255991,137632,365031,15124.25432573,127657946.2573306,16792.97183983,141742941.5335101,14243530.931819849,771.4747876922296,-16.915479784201022,16939498.58588536,2179513.63175256,2101728352.44922
2018-03-26,582295,21454645,150,1.54056226,138431086788.2358,27.0169179800017,25818587.3805233,1875.0,8171.18435447107,187477,479630,36559.98690301,298738392.9815425,36322.50007695,296797844.3440481,15320970.664633255,748.5503927756685,-15.644469132801422,16941373.58588535,2179751.11857862,2923808298.38174
2018-03-27,598612,21412576,152,1.47972397,132788930471.83072,26.9710762700054,26162835.2122636,1900.0,7837.26531940386,185428,464825,25134.34201143,196984506.97221577,25254.78297824,197928434.78443128,14890804.106867334,651.4738760292738,-18.3892567601104,16943273.58588535,2179630.67761181,2537834744.65582
2018-03-28,552755,21424236,135,1.49995286,134435267323.91833,24.7177586900046,23236728.6424709,1687.5,7933.64272969024,181035,464691,26064.37456997,206785435.8109657,25086.41063691,199026619.36354488,13388022.10635228,659.0819086361166,-23.066705056209425,16944961.08588535,2180608.64154487,1897096623.32438
2018-03-29,559619,21450239,152,1.34902071,120467962091.47443,26.666857030004,26162835.2122636,1900.0,7108.5708132671,189556,485204,45794.56212434,325533887.72343034,32761.03406834,232884130.59065083,13506284.54520749,583.7211358645458,-33.27858809251231,16946861.08586535,2193642.16960087,3263772733.7828
